"","subj_idx","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","friend_name","con","ID"
"15",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","学霸","","","","j","no","926","","王","self_Positive_ability","phase_015_subj_18"
"16",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","拖拉","","","","j","no","1027","","王","self_Negative_ability","phase_015_subj_18"
"17",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","犹豫","","","","f","yes","841","","王","self_Negative_ability","phase_015_subj_18"
"18",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","怠惰","","","","j","no","1195","","王","self_Negative_ability","phase_015_subj_18"
"19",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","忠良","","","","f","yes","702","","王","self_Positive_morality","phase_015_subj_18"
"20",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","清廉","","","","f","yes","1268","","王","friend_Positive_morality","phase_015_subj_18"
"21",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","智慧","","","","f","yes","882","","王","friend_Positive_ability","phase_015_subj_18"
"22",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","草率","","","","j","no","1451","","王","self_Negative_ability","phase_015_subj_18"
"23",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","虚假","","","","j","no","1138","","王","friend_Negative_morality","phase_015_subj_18"
"24",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","罪恶","","","","j","no","823","","王","self_Negative_morality","phase_015_subj_18"
"25",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","废物","","","","j","no","668","","王","self_Negative_ability","phase_015_subj_18"
"26",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","骁勇","","","","f","yes","769","","王","self_Positive_ability","phase_015_subj_18"
"27",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","忠诚","","","","f","yes","744","","王","self_Positive_morality","phase_015_subj_18"
"28",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","腐败","","","","j","no","742","","王","friend_Negative_morality","phase_015_subj_18"
"29",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","驽钝","","","","j","no","829","","王","friend_Negative_ability","phase_015_subj_18"
"30",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","果决","","","","f","yes","1289","","王","friend_Positive_ability","phase_015_subj_18"
"31",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","淫乱","","","","j","no","744","","王","self_Negative_morality","phase_015_subj_18"
"32",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","不端","","","","j","no","890","","王","friend_Negative_morality","phase_015_subj_18"
"33",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","畏难","","","","j","no","1288","","王","self_Negative_ability","phase_015_subj_18"
"34",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","善良","","","","f","yes","852","","王","friend_Positive_morality","phase_015_subj_18"
"35",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","宽容","","","","f","yes","903","","王","self_Positive_morality","phase_015_subj_18"
"36",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","业余","","","","j","no","744","","王","self_Negative_ability","phase_015_subj_18"
"37",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","周到","","","","f","yes","1092","","王","friend_Positive_ability","phase_015_subj_18"
"38",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","小人","","","","j","no","785","","王","self_Negative_morality","phase_015_subj_18"
"39",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","利落","","","","j","no","1086","","王","self_Positive_ability","phase_015_subj_18"
"40",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","远见","","","","f","yes","1347","","王","self_Positive_ability","phase_015_subj_18"
"41",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","思辨","","","","f","yes","901","","王","friend_Positive_ability","phase_015_subj_18"
"42",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","诡诈","","","","j","no","760","","王","self_Negative_morality","phase_015_subj_18"
"43",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","热心","","","","f","yes","790","","王","friend_Positive_morality","phase_015_subj_18"
"44",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","正气","","","","f","yes","851","","王","self_Positive_morality","phase_015_subj_18"
"45",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","仁厚","","","","f","yes","666","","王","self_Positive_morality","phase_015_subj_18"
"46",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","昏庸","","","","j","no","738","","王","friend_Negative_ability","phase_015_subj_18"
"47",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","娴熟","","","","j","no","1050","","王","self_Positive_ability","phase_015_subj_18"
"48",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","利己","","","","j","no","1511","","王","friend_Negative_morality","phase_015_subj_18"
"49",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","无私","","","","f","yes","860","","王","friend_Positive_morality","phase_015_subj_18"
"50",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","迂拙","","","","j","no","983","","王","self_Negative_ability","phase_015_subj_18"
"51",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","精干","","","","f","yes","931","","王","friend_Positive_ability","phase_015_subj_18"
"52",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","守法","","","","f","yes","702","","王","friend_Positive_morality","phase_015_subj_18"
"53",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","无耻","","","","j","no","930","","王","self_Negative_morality","phase_015_subj_18"
"54",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","屈才","","","","j","no","1020","","王","friend_Negative_ability","phase_015_subj_18"
"55",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","伪善","","","","j","no","1127","","王","friend_Negative_morality","phase_015_subj_18"
"56",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","淡泊","","","","null","","null","","王","self_Positive_morality","phase_015_subj_18"
"57",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","变通","","","","j","no","1043","","王","self_Positive_ability","phase_015_subj_18"
"58",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","慷慨","","","","f","yes","748","","王","self_Positive_morality","phase_015_subj_18"
"59",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","奉献","","","","f","yes","688","","王","self_Positive_morality","phase_015_subj_18"
"60",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","刚正","","","","f","yes","676","","王","self_Positive_morality","phase_015_subj_18"
"61",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","马虎","","","","j","no","769","","王","friend_Negative_ability","phase_015_subj_18"
"62",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","龌龊","","","","j","no","676","","王","self_Negative_morality","phase_015_subj_18"
"63",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","干练","","","","f","yes","815","","王","friend_Positive_ability","phase_015_subj_18"
"64",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","高明","","","","j","no","1503","","王","self_Positive_ability","phase_015_subj_18"
"65",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","无助","","","","j","no","1089","","王","friend_Negative_ability","phase_015_subj_18"
"66",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","廉明","","","","f","yes","837","","王","friend_Positive_morality","phase_015_subj_18"
"67",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","沉着","","","","null","","null","","王","self_Positive_ability","phase_015_subj_18"
"68",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","拖延","","","","j","no","1215","","王","friend_Negative_ability","phase_015_subj_18"
"69",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","缺德","","","","j","no","660","","王","self_Negative_morality","phase_015_subj_18"
"70",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","忠勇","","","","f","yes","928","","王","friend_Positive_morality","phase_015_subj_18"
"71",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","不孝","","","","j","no","720","","王","self_Negative_morality","phase_015_subj_18"
"72",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","阴毒","","","","j","no","659","","王","friend_Negative_morality","phase_015_subj_18"
"73",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","愚蠢","","","","j","no","665","","王","friend_Negative_ability","phase_015_subj_18"
"74",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","逞强","","","","j","no","668","","王","friend_Negative_ability","phase_015_subj_18"
"75",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","顶事","","","","f","yes","806","","王","friend_Positive_ability","phase_015_subj_18"
"76",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","狡诈","","","","j","no","653","","王","friend_Negative_morality","phase_015_subj_18"
"77",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","善心","","","","f","yes","998","","王","friend_Positive_morality","phase_015_subj_18"
"78",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","爱国","","","","f","yes","905","","王","friend_Positive_morality","phase_015_subj_18"
"79",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","虚伪","","","","j","no","610","","王","friend_Negative_morality","phase_015_subj_18"
"80",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","上进","","","","f","yes","679","","王","friend_Positive_ability","phase_015_subj_18"
"81",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","盲目","","","","j","no","825","","王","friend_Negative_ability","phase_015_subj_18"
"82",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","高尚","","","","f","yes","811","","王","friend_Positive_morality","phase_015_subj_18"
"83",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","毛糙","","","","j","no","1212","","王","self_Negative_ability","phase_015_subj_18"
"84",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","morality","不良","","","","j","no","684","","王","self_Negative_morality","phase_015_subj_18"
"85",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","刻苦","","","","f","yes","806","","王","friend_Positive_ability","phase_015_subj_18"
"86",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","ability","无为","","","","j","no","1016","","王","friend_Negative_ability","phase_015_subj_18"
"87",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","细心","","","","j","no","1222","","王","self_Positive_ability","phase_015_subj_18"
"88",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","无赖","","","","j","no","719","","王","friend_Negative_morality","phase_015_subj_18"
"89",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","ability","毅力","","","","f","yes","809","","王","friend_Positive_ability","phase_015_subj_18"
"90",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","morality","敬业","","","","f","yes","1058","","王","self_Positive_morality","phase_015_subj_18"
"91",718982212988436480,322,"Female","SRET","EW_formal","self","Negative","ability","缓慢","","","","j","no","1160","","王","self_Negative_ability","phase_015_subj_18"
"92",718982212988436480,322,"Female","SRET","EW_formal","self","Positive","ability","主见","","","","null","","null","","王","self_Positive_ability","phase_015_subj_18"
"93",718982212988436480,322,"Female","SRET","EW_formal","friend","Negative","morality","低俗","","","","j","no","714","","王","friend_Negative_morality","phase_015_subj_18"
"94",718982212988436480,322,"Female","SRET","EW_formal","friend","Positive","morality","素养","","","","f","yes","780","","王","friend_Positive_morality","phase_015_subj_18"
"95",718982212988436480,322,"Female","SRET_math","math_instructions","","","","","","","","0","","6909","","王","__","phase_015_subj_18"
"96",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","72/9= ?","8","","8","8","5217","1","王","__","phase_015_subj_18"
"97",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","4+1= ?","5","","5","5","2144","1","王","__","phase_015_subj_18"
"98",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-6= ?","3","","3","3","2226","1","王","__","phase_015_subj_18"
"99",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","10-9= ?","1","","1","1","2005","1","王","__","phase_015_subj_18"
"100",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","32-23= ?","9","","9","9","3259","1","王","__","phase_015_subj_18"
"101",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","12-12= ?","0","","0","0","2111","1","王","__","phase_015_subj_18"
"102",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2+3= ?","5","","5","5","2170","1","王","__","phase_015_subj_18"
"103",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","13-5= ?","8","","8","8","2344","1","王","__","phase_015_subj_18"
"104",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","7*0= ?","0","","0","0","2210","1","王","__","phase_015_subj_18"
"105",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","6+2= ?","8","","8","8","2244","1","王","__","phase_015_subj_18"
"106",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","15-10= ?","5","","5","5","2196","1","王","__","phase_015_subj_18"
"107",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+7= ?","8","","8","8","2123","1","王","__","phase_015_subj_18"
"108",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3+0= ?","3","","3","3","1950","1","王","__","phase_015_subj_18"
"109",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1-1= ?","0","","0","0","2013","1","王","__","phase_015_subj_18"
"110",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8*1= ?","8","","8","8","2205","1","王","__","phase_015_subj_18"
"111",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","81/9= ?","9","","9","9","2388","1","王","__","phase_015_subj_18"
"112",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","21/3= ? ","7","","7","7","2615","1","王","__","phase_015_subj_18"
"113",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","6/2= ?","3","","3","3","2113","1","王","__","phase_015_subj_18"
"114",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","12-5= ?","7","","7","7","2024","1","王","__","phase_015_subj_18"
"115",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-4= ?","5","","5","5","2003","1","王","__","phase_015_subj_18"
"116",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","29-27= ?","2","","2","2","3036","1","王","__","phase_015_subj_18"
"117",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2*3= ?","6","","6","6","2155","1","王","__","phase_015_subj_18"
"118",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","20/5= ?","4","","4","4","2038","1","王","__","phase_015_subj_18"
"119",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2+2= ?","4","","4","4","2015","1","王","__","phase_015_subj_18"
"120",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","13-6= ?","7","","7","7","2109","1","王","__","phase_015_subj_18"
"121",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-1= ?","8","","8","8","1899","1","王","__","phase_015_subj_18"
"122",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","4*1= ?","4","","4","4","1851","1","王","__","phase_015_subj_18"
"123",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-8= ?","1","","1","1","2049","1","王","__","phase_015_subj_18"
"124",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-7= ?","2","","2","2","2207","1","王","__","phase_015_subj_18"
"125",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8-4= ?","4","","4","4","2225","1","王","__","phase_015_subj_18"
"126",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","30-29= ?","1","","1","1","2111","1","王","__","phase_015_subj_18"
"127",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","4+4= ?","8","","8","8","2048","1","王","__","phase_015_subj_18"
"128",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8-2= ?","6","","6","6","1947","1","王","__","phase_015_subj_18"
"129",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","2169","1","王","__","phase_015_subj_18"
"130",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","5+1= ?","6","","6","6","2035","1","王","__","phase_015_subj_18"
"131",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","90/45= ?","2","","2","2","2840","1","王","__","phase_015_subj_18"
"132",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8/4= ?","2","","2","2","2084","1","王","__","phase_015_subj_18"
"133",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","14-9= ?","5","","5","5","4451","1","王","__","phase_015_subj_18"
"134",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2+5= ?","7","","7","7","2226","1","王","__","phase_015_subj_18"
"135",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","18/9= ?","2","","2","2","2155","1","王","__","phase_015_subj_18"
"136",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","5+3= ?","8","","8","8","2114","1","王","__","phase_015_subj_18"
"137",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9/3= ?","3","","3","3","1887","1","王","__","phase_015_subj_18"
"138",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3+5= ?","8","","8","8","2067","1","王","__","phase_015_subj_18"
"139",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","22/11= ?","2","","1","1","1944","0","王","__","phase_015_subj_18"
"140",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+6= ?","7","","7","7","1907","1","王","__","phase_015_subj_18"
"141",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","18/2= ?","9","","9","9","2343","1","王","__","phase_015_subj_18"
"142",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3+2= ?","5","","5","5","2131","1","王","__","phase_015_subj_18"
"143",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","11-5= ?","6","","6","6","2415","1","王","__","phase_015_subj_18"
"144",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3*1= ?","3","","3","3","1802","1","王","__","phase_015_subj_18"
"145",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-5= ?","4","","4","4","1890","1","王","__","phase_015_subj_18"
"146",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","16-11= ?","5","","5","5","2411","1","王","__","phase_015_subj_18"
"147",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3+4= ?","7","","7","7","1955","1","王","__","phase_015_subj_18"
"148",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2+4= ?","6","","5","5","2004","0","王","__","phase_015_subj_18"
"149",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","11-3= ?","8","","8","8","2407","1","王","__","phase_015_subj_18"
"150",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+2= ?","3","","3","3","1823","1","王","__","phase_015_subj_18"
"151",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","2065","1","王","__","phase_015_subj_18"
"152",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","6+3= ?","9","","9","9","1952","1","王","__","phase_015_subj_18"
"153",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","50-42= ?","8","","8","8","2741","1","王","__","phase_015_subj_18"
"154",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","21/7=  ?","3","","3","3","2102","1","王","__","phase_015_subj_18"
"155",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","6+1= ?","7","","7","7","1920","1","王","__","phase_015_subj_18"
"156",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","5+2= ?","7","","7","7","1896","1","王","__","phase_015_subj_18"
"157",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-9= ?","0","","0","0","1947","1","王","__","phase_015_subj_18"
"158",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","9-3= ?","6","","6","6","2002","1","王","__","phase_015_subj_18"
"159",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1*8= ?","8","","8","8","2010","1","王","__","phase_015_subj_18"
"160",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","5+4= ?","9","","9","9","1920","1","王","__","phase_015_subj_18"
"161",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","4+5= ?","9","","9","9","1702","1","王","__","phase_015_subj_18"
"162",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8+1= ?","9","","9","9","1783","1","王","__","phase_015_subj_18"
"163",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","56/7= ?","8","","8","8","3703","1","王","__","phase_015_subj_18"
"164",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8-3= ? ","5","","5","5","2280","1","王","__","phase_015_subj_18"
"165",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+1= ?","2","","2","2","1933","1","王","__","phase_015_subj_18"
"166",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","1955","1","王","__","phase_015_subj_18"
"167",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","2*4= ?","8","","8","8","1971","1","王","__","phase_015_subj_18"
"168",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","10-5= ?","5","","5","5","2143","1","王","__","phase_015_subj_18"
"169",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","8-1= ?","7","","7","7","2076","1","王","__","phase_015_subj_18"
"170",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","19-17= ?","2","","2","2","2298","1","王","__","phase_015_subj_18"
"171",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","17-12= ? ","5","","5","5","2280","1","王","__","phase_015_subj_18"
"172",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","22-22= ?","0","","0","0","2009","1","王","__","phase_015_subj_18"
"173",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","12/4= ?","3","","3","3","2032","1","王","__","phase_015_subj_18"
"174",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","4+2= ?","6","","6","6","1972","1","王","__","phase_015_subj_18"
"175",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","3+3= ?","6","","6","6","2026","1","王","__","phase_015_subj_18"
"176",718982212988436480,322,"Female","SRET","SRET_math_calculate","","","","","5/1= ?","5","","","","","0","王","__","phase_015_subj_18"
"177",718982212988436480,322,"Female","SRET_RJ","RJ_instruct_practice","","","","","","","","5","","2773","","王","__","phase_015_subj_18"
"178",718982212988436480,322,"Female","SRET","RJ_formal1","friend","Negative","ability","白痴","","","new","1","new","6202","1","王","friend_Negative_ability","phase_015_subj_18"
"179",718982212988436480,322,"Female","SRET","RJ_formal1","self","Positive","ability","严谨","","","old","3","old","2283","1","王","self_Positive_ability","phase_015_subj_18"
"180",718982212988436480,322,"Female","SRET","RJ_formal_2","","Positive","ability","严谨","","","self","f","self","3335","1","王","_Positive_ability","phase_015_subj_18"
"181",718982212988436480,322,"Female","SRET","RJ_formal1","friend","Positive","ability","认真","","","new","3","old","2610","0","王","friend_Positive_ability","phase_015_subj_18"
"182",718982212988436480,322,"Female","SRET","RJ_formal_2","","Positive","ability","认真","","","friend","f","self","931","0","王","_Positive_ability","phase_015_subj_18"
"183",718982212988436480,322,"Female","SRET","RJ_formal1","friend","Negative","morality","可鄙","","","new","2","familiar","4316","0","王","friend_Negative_morality","phase_015_subj_18"
"184",718982212988436480,322,"Female","SRET","RJ_formal_2","","Negative","morality","可鄙","","","friend","j","friend","4225","1","王","_Negative_morality","phase_015_subj_18"
"185",718982212988436480,322,"Female","SRET","RJ_formal1","self","Positive","morality","忠实","","","old","3","old","2906","1","王","self_Positive_morality","phase_015_subj_18"
"186",718982212988436480,322,"Female","SRET","RJ_formal_2","","Positive","morality","忠实","","","self","f","self","1010","1","王","_Positive_morality","phase_015_subj_18"
"187",718982212988436480,322,"Female","SRET","RJ_formal1","self","Negative","ability","刻板","","","old","3","old","2535","1","王","self_Negative_ability","phase_015_subj_18"
"188",718982212988436480,322,"Female","SRET","RJ_formal_2","","Negative","ability","刻板","","","self","f","self","1942","1","王","_Negative_ability","phase_015_subj_18"
"189",718982212988436480,322,"Female","SRET","RJ_formal1","self","Negative","morality","徇私","","","old","3","old","1640","1","王","self_Negative_morality","phase_015_subj_18"
"190",718982212988436480,322,"Female","SRET","RJ_formal_2","","Negative","morality","徇私","","","self","j","friend","3300","0","王","_Negative_morality","phase_015_subj_18"
"191",718982212988436480,322,"Female","SRET","RJ_formal1","friend","Positive","morality","宽宏","","","new","3","old","2259","0","王","friend_Positive_morality","phase_015_subj_18"
"192",718982212988436480,322,"Female","SRET","RJ_formal_2","","Positive","morality","宽宏","","","friend","f","self","811","0","王","_Positive_morality","phase_015_subj_18"
"193",718982212988436480,322,"Female","SRET_RJ","RJ_instruct","","","","","","","","","","25248","","王","__","phase_015_subj_18"
"194",718982212988436480,322,"Female","SRET","RJ_formal1",NA,"Negative","morality","奸险","","","new","3","old","1766","0","王","NA_Negative_morality","phase_015_subj_18"
"195",718982212988436480,322,"Female","SRET","RJ_formal_2","","Negative","morality","奸险","","",NA,"f","self","1608",NA,"王","_Negative_morality","phase_015_subj_18"
