"","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","trap1","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","correct_answer","trap1_item","ID"
"17",358,3,3,4,3,3,3,3,4,2,3,4,2,2,3,4,4,4,3,4,4,3,2,2,2,2,3,2,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,2,3,1,3,2,2,4,2,4,2,"杨",NA,"","phase_013_subj_15"
"18",105,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,4,3,3,4,4,2,2,"张",NA,"","phase_013_subj_4"
"19",267,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,5,4,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,5,3,3,1,2,2,"王",NA,"","phase_013_subj_8"
"20",438,3,4,4,3,4,4,3,3,4,4,4,5,4,5,5,4,4,5,5,5,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,2,1,2,4,1,5,4,4,5,4,"王",NA,"","phase_013_subj_21"
"21",440,4,4,4,3,4,4,3,4,3,4,4,2,1,5,3,4,3,3,5,4,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,4,5,4,4,5,4,2,"周",NA,"","phase_013_subj_23"
"22",640,4,4,4,4,3,3,3,3,3,3,5,4,2,4,4,4,4,4,4,3,2,2,2,2,3,2,2,2,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,5,2,2,2,3,4,2,3,4,2,3,"马",NA,"","phase_013_subj_30"
"23",196,4,4,2,3,2,3,3,3,4,4,5,2,4,4,4,4,4,4,5,4,1,1,1,1,1,1,2,4,2,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,4,2,2,2,2,4,4,4,4,4,3,"肖",NA,"","phase_013_subj_7"
"24",673,3,3,4,3,3,4,3,4,4,3,4,2,1,4,3,4,3,2,4,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,4,NA,3,4,4,5,1,"杨",NA,"","phase_013_subj_32"
"25",580,4,4,4,3,4,4,3,4,3,4,3,2,2,5,3,4,3,2,4,4,1,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,NA,4,5,5,4,1,"赵",NA,"","phase_013_subj_29"
"26",311,3,3,3,3,4,3,3,3,3,4,4,2,1,4,2,5,3,3,4,5,2,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,4,1,4,4,5,5,2,"黄",NA,"","phase_013_subj_10"
"27",76,3,4,4,3,4,4,3,4,4,3,4,5,4,5,5,4,5,4,5,5,1,2,2,1,2,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,1,2,1,4,5,2,1,"王",NA,"","phase_013_subj_1"
"28",439,3,3,3,3,4,3,3,1,3,4,4,3,2,3,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,4,5,3,5,1,4,4,5,4,2,"李",NA,"","phase_013_subj_22"
"29",563,3,4,3,2,4,3,3,1,3,4,3,4,3,3,4,4,5,4,3,4,3,4,4,4,4,4,4,2,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,4,5,3,4,NA,4,5,5,2,2,"李",NA,"","phase_013_subj_27"
"30",325,4,4,4,4,2,4,3,4,4,4,5,5,2,4,3,5,3,2,4,4,4,3,2,2,4,4,4,4,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,5,2,3,1,2,5,2,3,4,1,3,"马",NA,"","phase_013_subj_11"
"31",433,3,3,3,3,2,3,3,2,3,3,4,4,2,2,2,4,3,2,4,4,4,4,2,2,2,2,2,2,2,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,3,2,4,1,4,5,4,4,4,4,3,"许",NA,"","phase_013_subj_20"
