"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","version_attrib2","version_target2","IAT","RT","varname","summary","version_attrib","version_target","question_order"
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","10","306017","0.0-7.0-1.0-1.0-0.0-1.0","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"null","","null","psychophysics","11","308220","0.0-7.0-1.0-1.0-0.0-0.1","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","null","","","","","","","","","","","","","","key","null","16.667091603053624","640","356","f","false","match","img/diamond.png","菱形","菱形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","12","308722","0.0-7.0-1.0-1.0-0.0-1.1","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"null","","null","psychophysics","13","310925","0.0-7.0-1.0-1.0-0.0-0.2","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","null","","","","","","","","","","","","","","key","null","16.663145038168185","640","356","f","false","match","img/ellipse.png","椭圆","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","14","311427","0.0-7.0-1.0-1.0-0.0-1.2","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"460","","f","psychophysics","15","312888","0.0-7.0-1.0-1.0-0.0-0.3","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.66787209302298","640","356","f","true","match","img/hexagon.png","六边","六边","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","16","313391","0.0-7.0-1.0-1.0-0.0-1.3","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"756","","f","psychophysics","17","315147","0.0-7.0-1.0-1.0-0.0-0.4","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.666932692308016","640","356","f","true","match","img/square.png","方形","方形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","18","315648","0.0-7.0-1.0-1.0-0.0-1.4","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"382","","f","psychophysics","19","317032","0.0-7.0-1.0-1.0-0.0-0.5","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.668207317073232","640","356","j","false","nonmatch","img/hexagon.png","方形","六边","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","20","317533","0.0-7.0-1.0-1.0-0.0-1.5","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"616","","f","psychophysics","21","319150","0.0-7.0-1.0-1.0-0.0-0.6","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.66693750000013","640","356","j","false","nonmatch","img/square.png","六边","方形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","22","319650","0.0-7.0-1.0-1.0-0.0-1.6","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"686","","j","psychophysics","23","321338","0.0-7.0-1.0-1.0-0.0-0.7","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.666080000000076","640","356","f","false","match","img/ellipse.png","椭圆","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","24","321839","0.0-7.0-1.0-1.0-0.0-1.7","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"503","","f","psychophysics","25","323343","0.0-7.0-1.0-1.0-0.0-0.8","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.666988764044547","640","356","f","true","match","img/square.png","方形","方形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","26","323845","0.0-7.0-1.0-1.0-0.0-1.8","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"621","","f","psychophysics","27","325467","0.0-7.0-1.0-1.0-0.0-0.9","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.66670833333289","640","356","j","false","nonmatch","img/square.png","椭圆","方形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","28","325969","0.0-7.0-1.0-1.0-0.0-1.9","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"657","","f","psychophysics","29","327627","0.0-7.0-1.0-1.0-0.0-0.10","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.667646464646555","640","356","f","true","match","img/ellipse.png","椭圆","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","30","328129","0.0-7.0-1.0-1.0-0.0-1.10","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"948","","j","psychophysics","31","330077","0.0-7.0-1.0-1.0-0.0-0.11","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.66588793103463","640","356","j","true","nonmatch","img/ellipse.png","方形","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","32","330578","0.0-7.0-1.0-1.0-0.0-1.11","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"null","","null","psychophysics","33","332788","0.0-7.0-1.0-1.0-0.0-0.12","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","null","","","","","","","","","","","","","","key","null","16.66626717557265","640","356","j","false","nonmatch","img/square.png","菱形","方形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","34","333291","0.0-7.0-1.0-1.0-0.0-1.12","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"942","","f","psychophysics","35","335235","0.0-7.0-1.0-1.0-0.0-0.13","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.666643478261285","640","356","j","false","nonmatch","img/ellipse.png","六边","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","36","335736","0.0-7.0-1.0-1.0-0.0-1.13","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"1080","","j","psychophysics","37","337817","0.0-7.0-1.0-1.0-0.0-0.14","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.667951612903234","640","356","f","false","match","img/diamond.png","菱形","菱形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","38","338319","0.0-7.0-1.0-1.0-0.0-1.14","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"970","","j","psychophysics","39","340291","0.0-7.0-1.0-1.0-0.0-0.15","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.666085470085726","640","356","j","true","nonmatch","img/diamond.png","方形","菱形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","40","340792","0.0-7.0-1.0-1.0-0.0-1.15","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"null","","null","psychophysics","41","342994","0.0-7.0-1.0-1.0-0.0-0.16","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","null","","","","","","","","","","","","","","key","null","16.667656488549532","640","356","j","false","nonmatch","img/hexagon.png","椭圆","六边","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","42","343496","0.0-7.0-1.0-1.0-0.0-1.16","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"null","","null","psychophysics","43","345698","0.0-7.0-1.0-1.0-0.0-0.17","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","null","","","","","","","","","","","","","","key","null","16.667923664121858","640","356","f","false","match","img/diamond.png","菱形","菱形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","44","346198","0.0-7.0-1.0-1.0-0.0-1.17","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"845","","j","psychophysics","45","348045","0.0-7.0-1.0-1.0-0.0-0.18","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.667990909090836","640","356","f","false","match","img/hexagon.png","六边","六边","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","46","348547","0.0-7.0-1.0-1.0-0.0-1.18","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"952","","f","psychophysics","47","350501","0.0-7.0-1.0-1.0-0.0-0.19","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","match","","","","","","","","","","","","","","key","f","16.667543103448256","640","356","j","false","nonmatch","img/ellipse.png","菱形","椭圆","ALT1_2","prac_ALT1_2","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","48","351003","0.0-7.0-1.0-1.0-0.0-1.19","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"882","","j","psychophysics","49","352887","0.0-7.0-1.0-1.0-0.0-0.20","2","3","3","2","1","2","1","2","2","3","3","2","1","2","2","2","2","2","3","3","2","3","4","4","4","4","4","1","4","1","0","1","1","0","0","1","1","0","1","-1","0","1","0","1","3","5","4","4","4","5","2","3","2","1","746397539082964994","孟","","","","nonmatch","","","","","","","","","","","","","","key","j","16.657810810810744","640","356","j","true","nonmatch","img/diamond.png","椭圆","菱形","ALT1_2","prac_ALT1_2","","","","","","","","","",""
