"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","version_attrib","version_target","correct","IAT","screen_id","task_id","RT","condition","word","varname","summary","version_attrib2","version_target2","time_stamp","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","identity","Image","question_order" 
"null","","null","html-keyboard-response","507","616501","0.0-6.0-1.1-8.1-0.4","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584","<p style=""color:white; font-size: 35px;"">高尚</p>","i","categorize-html","508","617088","0.0-6.0-1.1-8.1-1.4","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","584","positive","高尚","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","509","617341","0.0-6.0-1.1-8.1-0.5","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人的</p>","e","categorize-html","510","617830","0.0-6.0-1.1-8.1-1.5","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","485","self","本人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","511","618081","0.0-6.0-1.1-8.1-0.6","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342","<p style=""color:white; font-size: 35px;"">黑心</p>","e","categorize-html","512","618428","0.0-6.0-1.1-8.1-1.6","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","342","negative","黑心","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","513","618681","0.0-6.0-1.1-8.1-0.7","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"406","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人的</p>","i","categorize-html","514","619091","0.0-6.0-1.1-8.1-1.7","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","406","other","他人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","515","619342","0.0-6.0-1.1-8.1-0.8","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422","<p style=""color:white; font-size: 35px;"">君子</p>","i","categorize-html","516","619768","0.0-6.0-1.1-8.1-1.8","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","422","positive","君子","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","517","620020","0.0-6.0-1.1-8.1-0.9","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他的</p>","i","categorize-html","518","620600","0.0-6.0-1.1-8.1-1.9","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","577","other","他的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","519","620852","0.0-6.0-1.1-8.1-0.10","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"462","<p style=""color:white; font-size: 35px;"">卑鄙</p>","e","categorize-html","520","621317","0.0-6.0-1.1-8.1-1.10","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","462","negative","卑鄙","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","521","621570","0.0-6.0-1.1-8.1-0.11","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"767","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人</p>","e","categorize-html","522","622341","0.0-6.0-1.1-8.1-1.11","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","767","self","本人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","523","622593","0.0-6.0-1.1-8.1-0.12","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679","<p style=""color:white; font-size: 35px;"">诚信</p>","i","categorize-html","524","623277","0.0-6.0-1.1-8.1-1.12","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","679","positive","诚信","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","525","623530","0.0-6.0-1.1-8.1-0.13","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人</p>","i","categorize-html","526","623986","0.0-6.0-1.1-8.1-1.13","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","454","other","他人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","527","624253","0.0-6.0-1.1-8.1-0.14","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"548","<p style=""color:white; font-size: 35px;"">缺德</p>","e","categorize-html","528","624804","0.0-6.0-1.1-8.1-1.14","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","548","negative","缺德","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","529","625055","0.0-6.0-1.1-8.1-0.15","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我</p>","e","categorize-html","530","625651","0.0-6.0-1.1-8.1-1.15","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","595","self","我","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","531","625902","0.0-6.0-1.1-8.1-0.16","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"563","<p style=""color:white; font-size: 35px;"">正直</p>","i","categorize-html","532","626468","0.0-6.0-1.1-8.1-1.16","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","563","positive","正直","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","533","626720","0.0-6.0-1.1-8.1-0.17","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"599","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">自己</p>","e","categorize-html","534","627323","0.0-6.0-1.1-8.1-1.17","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","599","self","自己","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","535","627574","0.0-6.0-1.1-8.1-0.18","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584","<p style=""color:white; font-size: 35px;"">廉正</p>","i","categorize-html","536","628163","0.0-6.0-1.1-8.1-1.18","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","584","positive","廉正","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","537","628414","0.0-6.0-1.1-8.1-0.19","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他</p>","i","categorize-html","538","628773","0.0-6.0-1.1-8.1-1.19","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","358","other","他","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","539","629025","0.0-6.0-1.1-8.1-0.20","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"474","<p style=""color:white; font-size: 35px;"">缺德</p>","e","categorize-html","540","629500","0.0-6.0-1.1-8.1-1.20","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","474","negative","缺德","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","541","629752","0.0-6.0-1.1-8.1-0.21","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人</p>","i","categorize-html","542","630268","0.0-6.0-1.1-8.1-1.21","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","513","other","别人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","543","630520","0.0-6.0-1.1-8.1-0.22","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"571","<p style=""color:white; font-size: 35px;"">善良</p>","i","categorize-html","544","631094","0.0-6.0-1.1-8.1-1.22","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","571","positive","善良","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","545","631346","0.0-6.0-1.1-8.1-0.23","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人的</p>","e","categorize-html","546","631797","0.0-6.0-1.1-8.1-1.23","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","448","self","本人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","547","632049","0.0-6.0-1.1-8.1-0.24","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"694","<p style=""color:white; font-size: 35px;"">不仁</p>","e","categorize-html","548","632746","0.0-6.0-1.1-8.1-1.24","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","694","negative","不仁","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","549","632997","0.0-6.0-1.1-8.1-0.25","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"476","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我</p>","e","categorize-html","550","633475","0.0-6.0-1.1-8.1-1.25","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","476","self","我","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","551","633727","0.0-6.0-1.1-8.1-0.26","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377","<p style=""color:white; font-size: 35px;"">卑鄙</p>","e","categorize-html","552","634108","0.0-6.0-1.1-8.1-1.26","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","377","negative","卑鄙","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","553","634361","0.0-6.0-1.1-8.1-0.27","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人</p>","i","categorize-html","554","634850","0.0-6.0-1.1-8.1-1.27","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","485","other","他人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","555","635101","0.0-6.0-1.1-8.1-0.28","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"372","<p style=""color:white; font-size: 35px;"">诚信</p>","i","categorize-html","556","635478","0.0-6.0-1.1-8.1-1.28","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","372","positive","诚信","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","557","635730","0.0-6.0-1.1-8.1-0.29","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我的</p>","e","categorize-html","558","636176","0.0-6.0-1.1-8.1-1.29","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","442","self","我的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","559","636428","0.0-6.0-1.1-8.1-0.30","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"526","<p style=""color:white; font-size: 35px;"">正直</p>","i","categorize-html","560","636960","0.0-6.0-1.1-8.1-1.30","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","526","positive","正直","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","561","637212","0.0-6.0-1.1-8.1-0.31","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"506","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人</p>","i","categorize-html","562","637721","0.0-6.0-1.1-8.1-1.31","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","506","other","别人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","563","637972","0.0-6.0-1.1-8.1-0.32","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","<p style=""color:white; font-size: 35px;"">不孝</p>","e","categorize-html","564","638486","0.0-6.0-1.1-8.1-1.32","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","511","negative","不孝","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","565","638738","0.0-6.0-1.1-8.1-0.33","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"871","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我的</p>","e","categorize-html","566","639613","0.0-6.0-1.1-8.1-1.33","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","true","14","4","moral","871","self","我的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","567","639865","0.0-6.0-1.1-8.1-0.34","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
