"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","ParticipantID","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","task_id","screen_id","time_stamp","response_type","key_press","avg_frame_time","center_x","center_y","person","word","valence","domain","math","correct_response","correct","status","identity","view_history","duration","Image","condition","question_order"
"15686","","j","psychophysics","10","119911","0.0-7.0-1.0-0.1","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET_EW","EW_practice","","key","j","16.682236999999994","683","380","自己","严谨","Positive","ability","","","","","","","","","",""
"8781","","f","psychophysics","11","129699","0.0-7.0-1.0-0.2","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET_EW","EW_practice","","key","f","16.66565529010238","683","380","朋友","徇私","Negative","morality","","","","","","","","","",""
"5361","","j","psychophysics","12","136064","0.0-7.0-1.0-0.3","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET_EW","EW_practice","","key","j","16.842501326259928","683","380","朋友","忠实","Positive","morality","","","","","","","","","",""
"3686","
    <p><div style='color:white;font-size:35px; line-height:20px;'>请您再次阅读实验要求</div></p><br>
    <p><div style='color:white;font-size:25px; line-height:20px;'>请回忆某一个亲密的朋友，你们至少2年前就认识了，并且最近2年经常见面。</div></p>
    <p><div style='color:white;font-size:25px; line-height:20px;'>在本实验中，您将会看到一些形容词。</div></p>
    <p><div style='color:yellow;font-size:25px; line-height:20px;'>您的任务是判断这些形容词是否符合对您自己或您的朋友的描述。</div></p>
    <p><div class='footer' style='font-size:25px; line-height:20px;'>如果对本实验还有不清楚之处，请立即向实验员咨询。</p><p style='font-size:25px; line-height:20px;'>如果您明白了规则：</p><p style='font-size:22px; line-height:20px;'>请按 继续 进入正式实验</p>
    </div>
    <p style='font-size:35px'>符合按<span style=""color:lightgreen""> j 键</span>，不符合按<span style=""color:red""> f 键</span></p>","0","html-button-response","13","139753","0.0-7.0-2.0","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","SRET_EW","prac_instructions","Sat Nov 25 2023 12:41:51 GMT+0800 (中国标准时间)","","","","","","","","","","","","","","","","","","",""
"5467","","j","psychophysics","14","146226","0.0-7.0-3.0-0.0","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.751697674418622","683","380","朋友","务实","Positive","ability","","","","","","","","","",""
"5252","","f","psychophysics","15","152483","0.0-7.0-3.0-0.1","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.800482479784346","683","380","朋友","迷糊","Negative","ability","","","","","","","","","",""
"6150","","f","psychophysics","16","159642","0.0-7.0-3.0-0.2","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","17.4379292682927","683","380","自己","说谎","Negative","morality","","","","","","","","","",""
"5720","","j","psychophysics","17","166369","0.0-7.0-3.0-0.3","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.74897499999999","683","380","自己","坚贞","Positive","morality","","","","","","","","","",""
"4686","","j","psychophysics","18","172062","0.0-7.0-3.0-0.4","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.714614705882386","683","380","自己","爱国","Positive","morality","","","","","","","","","",""
"5789","","f","psychophysics","19","178860","0.0-7.0-3.0-0.5","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.706561576354684","683","380","朋友","短视","Negative","ability","","","","","","","","","",""
"13827","","f","psychophysics","20","193691","0.0-7.0-3.0-0.6","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.703145434047354","683","380","自己","昏庸","Negative","ability","","","","","","","","","",""
"31946","","j","psychophysics","21","226643","0.0-7.0-3.0-0.7","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.674034936708853","683","380","自己","利己","Negative","morality","","","","","","","","","",""
"4489","","j","psychophysics","22","232139","0.0-7.0-3.0-0.8","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.66578419452889","683","380","自己","自律","Positive","ability","","","","","","","","","",""
"6697","","f","psychophysics","23","239842","0.0-7.0-3.0-0.9","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.701749999999986","683","380","朋友","盲目","Negative","ability","","","","","","","","","",""
"6328","","j","psychophysics","24","247178","0.0-7.0-3.0-0.10","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.74179176201373","683","380","自己","逞强","Negative","ability","","","","","","","","","",""
"5718","","f","psychophysics","25","253905","0.0-7.0-3.0-0.11","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","17.44466753246757","683","380","自己","不孝","Negative","morality","","","","","","","","","",""
"14314","","j","psychophysics","26","269227","0.0-7.0-3.0-0.12","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.68374482006544","683","380","自己","偏私","Negative","morality","","","","","","","","","",""
"6012","","j","psychophysics","27","276243","0.0-7.0-3.0-0.13","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.665647619047586","683","380","自己","坦荡","Positive","morality","","","","","","","","","",""
"3787","","j","psychophysics","28","281036","0.0-7.0-3.0-0.14","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.723755244755267","683","380","自己","诚信","Positive","morality","","","","","","","","","",""
"4843","","f","psychophysics","29","286886","0.0-7.0-3.0-0.15","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.665631428571483","683","380","自己","无赖","Negative","morality","","","","","","","","","",""
"4271","","f","psychophysics","30","292161","0.0-7.0-3.0-0.16","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.718958598726196","683","380","自己","龌龊","Negative","morality","","","","","","","","","",""
"9131","","f","psychophysics","31","302301","0.0-7.0-3.0-0.17","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","no","","","","","","","","","SRET","EW_formal","","key","f","16.66569851729823","683","380","朋友","伪善","Negative","morality","","","","","","","","","",""
"7252","","j","psychophysics","32","310558","0.0-7.0-3.0-0.18","5","5","6","5","7","5","4","4","5","5","5","-1","0","0","1","-2","2","1","1","5","4","4","5","4","4","5","4","4","5","8","8","7","8","6","7","8","7","7","5","3","6","4","4","3","5","2","3","4","4","4","6","4","4","6","4","4","5","4","5","5","6","6","3","5","5","5","6","6","5","6","4","5","5","6","6","5","4","6","732379307938418690","张","533","Male","[""好我"",""坏他"",""好他"",""坏我""]","[""强我"",""弱他"",""强他"",""弱我""]","","","","","","","","yes","","","","","","","","","SRET","EW_formal","","key","j","16.732975659229126","683","380","自己","远见","Positive","ability","","","","","","","","","",""
